Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 68.0.3440.106,,2018-09-18 09:55:41,2018-09-18 09:55:42,0.130s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.073s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.008s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.649s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.015s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.097s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.015s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.012s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.014s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.014s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.008s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.000s,NOT_RUN
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.013s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.013s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.014s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.013s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:42,0.012s,PASSED
